顧客名,商品名,注文数,注文金額
キオイネ ワセス,oh12518,2,4294
キオイネ ワセス,wz12824,3,87300
キオイネ ワセス,xd10517,3,4896
カノ ツム,am10752,1,12100
カノ ツム,vf11319,1,11200
カノ ツム,yk12564,1,24100
ヘンニ ムコ,mb11859,3,45600
ヘンニ ムコ,ul10370,2,30200
フン テヤウミ,bc10118,3,69600
ヨイマヲ フヤヘ,fm10815,2,40800
ヨイマヲ フヤヘ,rq10393,3,42600
ヨイマヲ フヤヘ,ue10748,2,14800
ヨイマヲ フヤヘ,uk10771,3,26700
エハ コツノカ,qj11626,1,25700
エハ コツノカ,so11280,3,4065
ヲキ ニハサ,ga12349,2,45200
ヲキ ニハサ,js12333,3,76800
ヲキ ニハサ,ol10554,2,45000
ヲキ ニハサ,xs11010,3,55200
トコオ オカト,br12753,3,6594
トコオ オカト,dj12812,3,12900
トコオ オカト,gl11098,1,14200
トコオ オカト,vv11850,2,22800
トコオ オカト,zr10545,1,20800
ネメヲア ヤエモイ,ir12651,2,15800
ネメヲア ヤエモイ,jh11675,2,25800
シヤエヘ ユウクメ,mb11437,3,57900
テサカチ アワ,qh11335,2,59000
テサカチ アワ,tf11597,2,53800
ソヲネユ テタトヲ,ci10529,3,71400
ソヲネユ テタトヲ,ek11905,1,1268
ソヲネユ テタトヲ,ha12814,2,30200
ソヲネユ テタトヲ,jp11299,3,40800
ソヲネユ テタトヲ,ps12515,3,88500
チソユ ヤト,bt12774,1,1953
チソユ ヤト,mt11100,2,1686
チソユ ヤト,py11265,1,2300
チソユ ヤト,ts10980,3,6900
チソユ ヤト,uh10129,3,4281
コノ ノテヲテ,fv11544,3,6966
コノ ノテヲテ,nt10459,3,72300
コノ ノテヲテ,xl12168,2,6200
ノサキ チタ,bq12738,2,28600
カカ タヌノ,jo11738,2,47400
カカ タヌノ,nh12620,1,7600
カカ タヌノ,pk11019,1,14800
ユケヌソ ヌニアナ,au12382,2,25200
ユケヌソ ヌニアナ,oo11419,2,52400
ユケヌソ ヌニアナ,yq12431,3,66000
ノオノ ナナ,dr10038,1,4100
ノオノ ナナ,jq12604,3,6501
ノオノ ナナ,pi11990,1,607
ノオノ ナナ,sh11806,2,37800
ユタマヨ テマ,kk10933,1,21200
ナマメ サヲモ,jq12888,1,11300
ナマメ サヲモ,lv10650,2,4158
ナマメ サヲモ,qr12278,3,67500
ナマメ サヲモ,xp11417,3,79800
フノイニ イソ,br11697,1,11100
フノイニ イソ,gf11306,2,41200
ニスノメ ミシネウ,dh12504,1,21300
ニスノメ ミシネウ,du11323,1,25400
ニスノメ ミシネウ,lr12810,3,56400
ニスノメ ミシネウ,ra10635,2,59800
ニスノメ ミシネウ,wc10063,2,4800
ユサヨ セトテ,iw10633,1,7300
ユサヨ セトテ,zq12607,2,9200
ヒムヨソ ソナ,lj10166,2,31800
ヒムヨソ ソナ,qq12512,3,6738
イヌ ワヤノ,es11285,1,28500
イヌ ワヤノ,rm12840,3,7377
ソヌオ ネノ,kr10424,2,20200
ヌユセヒ ヒヤ,jh11675,1,12900
ムエ カタ,bn10169,1,9700
ムエ カタ,lr10375,3,31200
ムエ カタ,zz12708,3,55800
トムモワ チク,bg11918,3,10800
トムモワ チク,pc10241,1,20000
ヒエ ネテノ,ef11534,2,38800
ヒエ ネテノ,tx10136,1,21200
ヒエ ネテノ,ul12175,2,27400
ヒエ ネテノ,up10499,2,43400
キフソ オノ,hc12934,2,6200
キフソ オノ,mk11322,3,83400
キフソ オノ,wh12927,3,60300
キフソ オノ,wj11731,3,72300
フハ イタ,cx10238,2,56000
フハ イタ,hl11157,3,48000
フハ イタ,jx12164,1,5400
カサチテ ヌイミヌ,jk12088,3,66300
トユオセ サヨ,do10367,3,35100
トユオセ サヨ,lm10218,2,1358
トユオセ サヨ,sa10042,3,54000
トユオセ サヨ,tn10713,1,14100
トユオセ サヨ,xi12657,1,19900
フムス ナウモワ,bk10100,1,8500
フムス ナウモワ,bo12795,1,1200
フムス ナウモワ,rj12084,3,4662
ンチヤム ヌク,cv10587,3,3900
ンチヤム ヌク,dk12303,1,5100
ンチヤム ヌク,ej11540,1,26300
ンチヤム ヌク,mr10656,1,27000
ワユウノ シホソ,ao10564,3,36900
ワユウノ シホソ,sc12866,1,5100
ワユウノ シホソ,ui11799,2,27400
ヲホ カヌモ,bp12627,3,26700
ヲホ カヌモ,dp12276,3,11700
ヲホ カヌモ,go10736,3,57600
ヲホ カヌモ,qx12612,1,8700
ヤエメキ ホコ,go11256,2,27400
ヤエメキ ホコ,ib12623,2,44200
ヤエメキ ホコ,uw12808,2,45200
テトホヨ スタ,gq10213,2,40600
テトホヨ スタ,nn11141,1,3300
ミア ヘイフヲ,si12106,1,963
ヌヤコニ ヤオ,go12373,2,36800
ヌヤコニ ヤオ,kh10859,1,2019
ヌヤコニ ヤオ,se10429,1,11200
ヌヤコニ ヤオ,uo10726,3,41100
ヌスヒヨ イマナス,av11814,3,36600
ヌスヒヨ イマナス,jt12884,2,4520
ヌスヒヨ イマナス,zb10473,2,34400
ツンヲ スニ,dd12003,1,918
ツンヲ スニ,gk11606,3,19500
ツンヲ スニ,rp12842,3,17100
コムアス テネ,gn11466,2,37400
コムアス テネ,oj11623,3,7392
コナユ セケ,dq12951,3,58800
コナユ セケ,nj11647,2,8400
コナユ セケ,wj12960,1,21700
ワオヘ コソネ,bx10805,1,1765
ワオヘ コソネ,ig11959,2,4390
ワオヘ コソネ,js12230,3,65400
ワオヘ コソネ,zi10282,3,16200
ケヘ エケ,td11124,2,33800
ケヘ エケ,yl10104,2,50800
キセ モテ,yv11762,2,2714
ユト モヤモツ,bo12795,1,1200
ユト モヤモツ,ga10048,3,5529
ユト モヤモツ,ms10233,1,28700
ユト モヤモツ,uv10790,3,43500
ユト モヤモツ,wa12880,2,3188
ユト モヤモツ,wk11367,3,3432
ソソノ ワウモタ,be11877,3,20700
サトヲ モヒサ,df11336,3,72000
サトヲ モヒサ,jp12788,1,20500
サトヲ モヒサ,lv10650,1,2079
サトヲ モヒサ,rm11060,3,58200
ンソサ ワヒン,dg10831,3,4128
ンソサ ワヒン,mi10330,2,56800
ンソサ ワヒン,pi11962,1,14200
ンソサ ワヒン,yr11958,3,51600
ミユ ヲモネ,ip10724,2,28200
ミユ ヲモネ,po11002,2,15400
ミユ ヲモネ,wa12744,3,29400
ミユ ヲモネ,yj10949,2,2386
シケタ ニハヌ,cc11153,1,20900
シケタ ニハヌ,ou12015,2,21600
ユホツク アニワニ,ar12029,2,29400
ユホツク アニワニ,hu12227,1,9800
ユホツク アニワニ,xt10518,2,43000
ホムツネ ホネ,rb10578,3,67800
ホムツネ ホネ,sg12706,2,43400
ホムツネ ホネ,ta11160,2,54000
ホムツネ ホネ,vg12621,3,41400
ホムツネ ホネ,wo10759,2,54800
フエ ケテト,cy12061,1,17600
ニヲタノ ヲツ,dj11997,3,42600
ニヲタノ ヲツ,dk10960,3,53100
ニヲタノ ヲツ,sg11508,3,60000
タシソ ナモエ,ah11433,1,9800
タシソ ナモエ,rc11554,2,53200
タシソ ナモエ,tf11163,3,4413
スノハイ トヌヤ,ok12412,2,4600
マム クスタ,aq10191,3,37200
マム クスタ,mm11398,3,74400
マム クスタ,sh11806,1,18900
マム クスタ,zi10766,1,20400
ヘユ ヌヤミ,ok12412,2,4600
ヘユ ヌヤミ,rb12575,1,1934
ヘユ ヌヤミ,sf11297,1,1096
ヨイホ ノチエノ,dj11172,1,9300
ヨイホ ノチエノ,zr10642,1,12000
モヤ ノケ,aa12107,2,39000
モヤ ノケ,el10660,3,39600
モヤ ノケ,ig12636,1,1200
モヤ ノケ,im11897,2,36600
メセ コチウヨ,bt10954,2,1514
メセ コチウヨ,dp10652,1,670
メセ コチウヨ,ef12142,3,64800
メセ コチウヨ,mk11322,3,83400
メセ コチウヨ,nb10796,3,54300
メセ コチウヨ,ww10537,2,41800
ムネユア ヤナサ,ai10327,3,2862
ムネユア ヤナサ,ao11906,2,31800
ムネユア ヤナサ,dj12374,3,6810
ムネユア ヤナサ,ok12945,2,9800
ムニコヌ ンハクノ,iz11176,1,19200
ムニコヌ ンハクノ,qh10638,3,42900
ムニコヌ ンハクノ,sp10682,3,65700
イセ ユヨ,gn11564,1,11500
イセ ユヨ,vq11459,2,31200
ケケ ホセ,rr12093,3,70200
ケケ ホセ,vf10987,2,7000
エニ エモ,ta10559,1,12000
エニ エモ,wb12655,1,24500
マユ ンシヲ,af10755,2,45200
マユ ンシヲ,nx11198,3,5844
マユ ンシヲ,ul12183,2,48200
ヨナサヘ マススタ,ix12915,3,40500
ヨナサヘ マススタ,nk12482,2,56200
クエテ エアヌ,sd10725,3,22200
イシト ヤワ,mi10543,1,7300
ミハホヨ ホオヘミ,dm10235,2,28400
オエンケ テキ,td12435,1,26600
オエンケ テキ,xo10349,2,50000
チワサ ケヨヘハ,bb10177,2,27600
チワサ ケヨヘハ,co11739,2,12200
チワサ ケヨヘハ,cy12061,1,17600
チワサ ケヨヘハ,lk12875,3,4908
チワサ ケヨヘハ,oh12518,1,2147
チワサ ケヨヘハ,oz10631,2,40000
チワサ ケヨヘハ,pz12590,2,36000
ヤヘナ ホシハ,fh10792,2,32200
ヤヘナ ホシハ,yk11639,1,1350
アスニワ トトチス,az12006,1,10300
アスニワ トトチス,bq12738,2,28600
アスニワ トトチス,ls11998,2,45200
アスニワ トトチス,nq11292,3,46500
アスニワ トトチス,zz12947,3,88200
ヒノフヨ カクツク,qw11522,2,6600
ヒノフヨ カクツク,sg11451,2,55400
ヒノフヨ カクツク,xf11270,3,75600
ヒノフヨ カクツク,xn10377,1,1447
タヘス ヘヲ,nn10742,3,78600
トモンシ ソムホ,ab12214,1,8000
トモンシ ソムホ,sd10338,2,12200
トモンシ ソムホ,vt12513,2,45600
シヒ マタコ,de10087,2,20000
シヒ マタコ,fq10293,1,1285
シヒ マタコ,iy10097,1,2175
シヒ マタコ,uv12205,3,2595
ヌソメツ チノ,il12221,2,51400
ヌソメツ チノ,vt12513,3,68400
テアヲシ ナノソ,mv12670,1,3600
テアヲシ ナノソ,sc12866,1,5100
ヤクオア マム,os11396,3,83400
ヤクオア マム,to11951,2,14400
ヤクオア マム,yb12307,3,17100
コテ タスホ,iv10677,3,83100
コテ タスホ,yh11268,1,29300
ムヤシ ノム,kg10350,3,69900
ムヤシ ノム,vz11457,2,49400
ムヤシ ノム,wo10384,1,15200
ノネタ ナニ,wj12478,2,57000
ノネタ ナニ,ya11915,3,45000
タヌタ フサ,be11566,3,15600
タヌタ フサ,qz10173,3,11700
オチノ カニ,sq12494,2,37200
オチノ カニ,vq12493,1,3400
オチノ カニ,yq11477,1,1700
ナケテエ ヘシフ,iu11857,3,5793
ヒハ ヲシエヤ,ff11619,3,1986
ヒハ ヲシエヤ,ie12293,3,75600
ヒハ ヲシエヤ,ig11864,2,11200
ヒハ ヲシエヤ,my11975,1,2159
ヒハ ヲシエヤ,oo10041,1,8300
ホヤソサ イモノア,dd11422,3,65100
ホヤソサ イモノア,fv11293,2,1454
ホヤソサ イモノア,hi10146,2,34600
シヘキ サコユ,om11953,2,3090
イイ ワシ,he10224,2,58000
イイ ワシ,ie10471,1,802
イイ ワシ,jh11675,3,38700
イイ ワシ,zg11344,2,13600
ウイ メエムス,au12387,3,18000
ウイ メエムス,gx12158,2,20400
ウイ メエムス,pz12590,1,18000
ウイ メエムス,se10376,2,59400
ソア ミチム,dj11172,1,9300
ソア ミチム,ta12815,3,32100
アモノカ スヤト,jg10081,1,12100
アモノカ スヤト,vw12775,3,72300
アモノカ スヤト,wr12890,2,2832
ヘヨコ ヘモ,ik12509,2,31000
ヘヨコ ヘモ,oh11602,2,46400
ヘヨコ ヘモ,tb10236,1,17200
ヘヨコ ヘモ,tb12735,1,26600
ヌコ ヤワ,ao11102,3,5043
ヌコ ヤワ,fx11853,3,87000
ヌコ ヤワ,pa11311,3,41700
キウナ フサマ,lh11856,3,6402
ヤツ ニンワセ,bm12455,2,26000
ヤツ ニンワセ,il12221,3,77100
ヤツ ニンワセ,zb11816,1,11700
セヘク ヒヲオヨ,dn12012,1,1987
セヘク ヒヲオヨ,zp11227,1,2500
ヲソ テンヤ,lu10147,2,4168
ヲソ テンヤ,pt10761,2,42000
テウ ケイ,in10101,1,14400
アフエ ウムサ,ec12705,3,28800
アフエ ウムサ,so10505,1,15600
ミヒチ フトニス,ct12388,1,18100
ミヒチ フトニス,qx12612,3,26100
ミヒチ フトニス,ti11331,2,3262
ニシ ユモ,wg11036,1,18200
ウテ ノハ,kz11805,1,7700
ウテ ノハ,vq12503,1,28100
ヤン フケンワ,bx10805,3,5295
ヤン フケンワ,un12272,1,17000
コモモホ ナウナム,yj12350,2,12400
ナナマ ツムシワ,ue11383,2,34000
ヲキホト コモトノ,uu10801,3,26400
ヲキホト コモトノ,uw10714,2,34200
カヲ オユ,gl12611,2,10800
カヲ オユ,ro12310,3,55500
カヲ オユ,sd10338,2,12200
セスエ ソセオマ,gs11970,2,22200
セスエ ソセオマ,kw10636,2,47200
セスエ ソセオマ,pk11019,3,44400
セスエ ソセオマ,pl11527,2,4400
トホフ モツノオ,hw10812,1,19100
トホフ モツノオ,uk11965,3,73500
トホフ モツノオ,xm11384,3,84600
ンヌメ モコ,da11277,2,10400
ンヌメ モコ,dd11422,3,65100
ンヌメ モコ,ok12412,1,2300
アホヘテ チキニ,iw12732,2,3646
アホヘテ チキニ,px10825,1,29300
アホヘテ チキニ,rs10876,3,41100
ヘユヨ ソス,kv11498,3,63900
ヘユヨ ソス,qw12828,2,39400
ヘユヨ ソス,rv10491,2,55400
ヘユヨ ソス,wv10601,2,3400
ヲユアチ アン,gs12090,3,66900
ヲユアチ アン,my11975,1,2159
ヲユアチ アン,th10405,1,23100
ヲユアチ アン,ti10217,3,21300
コユウキ ホヲ,ad11661,3,74100
コユウキ ホヲ,ko12558,3,55200
コユウキ ホヲ,vb12200,2,38000
オア ホハ,cc10678,3,36300
オア ホハ,ct10127,1,877
オア ホハ,ir12477,1,16600
オア ホハ,wd10313,3,58200
オア ホハ,xl10992,2,2558
ヲフキヲ ユナマ,ja12446,2,8400
クサニス メフウ,ao10564,2,24600
クサニス メフウ,kr12574,3,3072
クサニス メフウ,mm11438,2,28000
クサニス メフウ,px12965,2,36800
クサニス メフウ,ya10326,2,2178
ネウ アエナ,qe11068,2,18800
ヲカサ ホツフ,cc10678,2,24200
ヲカサ ホツフ,gs12027,2,5400
ヲカサ ホツフ,qd12679,3,17400
モテシチ コホハ,ff10695,1,14000
モテシチ コホハ,kl11302,3,12900
モテシチ コホハ,zp10665,3,87900
キカアマ クカオア,kf11767,1,895
キカアマ クカオア,wj11094,2,51200
ソセオ ニヒヘ,do12047,1,9500
ソセオ ニヒヘ,en12752,2,39600
ソセオ ニヒヘ,qz12302,2,1680
ソセオ ニヒヘ,zg11849,3,9600
スオ フホモセ,cg10585,3,24600
メエ ミエノオ,ta11160,1,27000
メエ ミエノオ,uv10790,2,29000
ニユネ ミカニチ,bq10851,1,3300
ニユネ ミカニチ,mk12023,2,35400
ニユネ ミカニチ,mo12073,2,30800
ニユネ ミカニチ,ns12174,3,63900
ニユネ ミカニチ,wg12638,1,19200
カヤミ キサ,oj10734,1,6500
クウ シシタ,le11878,3,58500
クウ シシタ,mk12618,2,46800
クウ シシタ,sb11016,3,18000
ヲアイツ コホ,ao12885,3,3753
ヲアイツ コホ,if11833,3,6432
ヲアイツ コホ,ns12181,2,40600
ヲアイツ コホ,sl12778,2,3700
ニカマミ クミフア,pn10898,1,12100
ヒナネ メケエク,gg10291,3,10500
ヒナネ メケエク,je12736,1,24200
テネ ネオヘ,mv12237,3,64500
テネ ネオヘ,yr12244,2,50400
コチムマ オスセ,hm12688,2,2148
コチムマ オスセ,ql12375,3,52800
コチムマ オスセ,qu12961,2,2332
コチムマ オスセ,wy10838,2,48800
コチムマ オスセ,ze10751,3,57300
コチムマ オスセ,zr11591,2,27600
キヒ ムンモ,qr11760,1,13800
キヒ ムンモ,ty12928,3,89100
キヒ ムンモ,un12007,3,32700
メケ イソヘト,fc12091,1,1305
メケ イソヘト,nr11034,3,39900
メケ イソヘト,oe12417,3,4074
キア ヌホ,oj11623,2,4928
キア ヌホ,tb12735,3,79800
ヲイ シキホア,aq11736,3,27300
ヲイ シキホア,wz12824,1,29100
マミ ワオカネ,fs10533,2,47600
マミ ワオカネ,mq11611,3,9300
ヤヤツ クワ,zi11170,1,2438
テフ ソホ,ap10186,3,83100
テフ ソホ,bj10122,2,40000
テフ ソホ,jj10276,2,46200
ソフ シワオ,an10613,3,80100
ソフ シワオ,yp12357,1,13000
スツ ミキユ,mk12023,2,35400
スツ ミキユ,wb10297,1,1454
ヘハシフ トナ,bx10696,2,59400
ヘハシフ トナ,fx12256,3,38100
ヘハシフ トナ,gu12109,1,2187
ヘハシフ トナ,oc11284,3,25500
ヘハシフ トナ,yf11812,1,2800
オハヲ エハシ,av11814,2,24400
オハヲ エハシ,cg10585,1,8200
オハヲ エハシ,wd12954,2,11600
チツユサ ハシ,gp10332,3,2244
チツユサ ハシ,pz12067,3,4080
ニオモ ケミ,cl11167,1,14900
ニオモ ケミ,ok12945,2,9800
ニオモ ケミ,qh10638,2,28600
ヌクウワ ムナオ,th12813,1,29000
エコケカ アホハメ,cm10688,3,15000
エコケカ アホハメ,yo11512,2,40600
イユ ハネオム,dx10756,2,44800
イユ ハネオム,ec12705,3,28800
イユ ハネオム,tt11584,3,66000
イユ ハネオム,xi12271,3,20400
ヲス トヲネオ,dh12834,2,54600
ヲス トヲネオ,fc10878,1,3000
ヲス トヲネオ,fg11575,1,26400
ヲス トヲネオ,ix12376,2,4000
ヲス トヲネオ,mz11669,2,25200
ヲス トヲネオ,tu11133,2,3726
ヨマオ ヌキミ,my11753,1,22300
ヨマオ ヌキミ,pn10898,3,36300
ンシママ ケミツユ,dd12003,3,2754
ンシママ ケミツユ,ee11841,1,14500
ンシママ ケミツユ,fb10418,1,26500
ンシママ ケミツユ,jz10705,1,11900
ンシママ ケミツユ,rj12262,1,26900
ンシママ ケミツユ,yf11192,3,33300
トモシ シコン,aa11048,2,1366
トモシ シコン,fi11084,2,2658
トモシ シコン,gt11537,1,25000
トモシ シコン,nj10625,2,37400
トモシ シコン,pc10955,2,1688
テス ソヌチ,du11718,1,22500
テス ソヌチ,vf11319,1,11200
テス ソヌチ,vn12979,3,72900
コナソソ サニム,ah11433,1,9800
コナソソ サニム,fi11885,2,23600
コナソソ サニム,yy11211,1,8400
クタノ マウサ,hy11282,2,30000
クタノ マウサ,vv12257,3,79500
クタノ マウサ,xs10966,3,41400
モイイメ ハヒ,km12126,1,4500
モイイメ ハヒ,ku12872,2,52600
モイイメ ハヒ,um10254,2,44200
ネア ナサ,yn10620,2,33600
ヲトア ヒニハ,it11325,2,14200
ヲトア ヒニハ,pw12517,2,2420
ヲトア ヒニハ,ux11518,1,26700
キン サオイウ,fz10561,1,7600
キン サオイウ,gk11045,3,32700
キン サオイウ,ik10757,2,35800
キン サオイウ,ik12277,2,3814
ソカ ノイ,dk12303,2,10200
ソカ ノイ,ro11456,1,2800
ソカ ノイ,zx10344,2,27200
ヌヨヤヲ ノキスス,ft11682,2,34000
ヌヨヤヲ ノキスス,sf11255,1,29000
ヌヨヤヲ ノキスス,sg12706,3,65100
ウヲマヒ ツホツメ,cd11552,1,10000
ウヲマヒ ツホツメ,ki10699,3,39300
ウヲマヒ ツホツメ,vz12001,3,87600
ヲエユモ ホニスノ,fv10028,3,42000
ヲエユモ ホニスノ,nj11236,2,3200
ヲエユモ ホニスノ,uy11615,3,67800
ヲエユモ ホニスノ,zb11303,1,21300
ホヌセ ナツ,bt10520,2,42800
ホヌセ ナツ,co12267,3,67500
ホヌセ ナツ,ui11799,1,13700
チナサ カイセス,ef11534,1,19400
ナキ ノヒ,xn10487,2,52800
トコフ ヲタ,qu10021,3,6750
ニヘコ ムマセ,mc12594,1,26400
ニヘコ ムマセ,ql12375,1,17600
ニヘコ ムマセ,vv11038,3,72600
ニヘコ ムマセ,wf10874,3,41100
タヘ オムチセ,vt12970,1,22900
ハマメ ヌホウヘ,wa10674,2,59000
ケメ シス,ff10991,1,26900
ケメ シス,jw12691,2,40800
ケメ シス,xx11977,2,8800
キソ メアテ,co12441,2,52200
キソ メアテ,id12092,1,7600
キソ メアテ,sb11108,1,24000
メツヲ シチテ,gl11110,2,3028
メツヲ シチテ,nl10808,1,20000
メツヲ シチテ,vc10824,3,23400
ソネ エヨ,cb12922,3,20700
ソネ エヨ,dm10235,2,28400
ソネ エヨ,rl12996,3,84300
ソネ エヨ,wq12631,2,33600
ソネ エヨ,wx11956,1,7400
アム ヘノ,ob11620,3,83100
アム ヘノ,ux12629,2,4912
アム ヘノ,wo11795,3,4722
ムエ ヒコ,cq12210,2,2800
ムエ ヒコ,rd12085,3,64200
ムエ ヒコ,yy10727,1,15100
ニケシオ ユナト,mr10273,2,20200
ニケシオ ユナト,pu12098,3,84300
ネタ ユウム,kl10205,3,53700
ネタ ユウム,nb10421,1,6700
ネタ ユウム,xk12248,2,23400
チテチテ サモ,aa12107,2,39000
チテチテ サモ,ee11841,2,29000
チテチテ サモ,ew11624,1,12600
チテチテ サモ,nv10399,2,1438
イカスウ ハア,ds11903,2,4630
イカスウ ハア,dz10346,1,2314
イカスウ ハア,iw11822,1,26100
イカスウ ハア,oo10319,1,2371
イカスウ ハア,oy10357,1,9400
イカスウ ハア,rb12035,3,68700
メワヲ ホヌ,cr10569,2,34600
メワヲ ホヌ,gd10944,2,5000
メワヲ ホヌ,on12697,2,54600
メワヲ ホヌ,sq11601,1,19700
ムク ケソメネ,bv10079,3,6102
マウ ミモヨ,da10872,2,3566
マウ ミモヨ,hh12028,2,45600
マウ ミモヨ,hv11247,3,8700
マウ ミモヨ,tb12461,1,4200
マウ ミモヨ,us11390,2,34800
マウ ミモヨ,wq11177,3,69900
アヤ ヤワ,bx11535,1,2500
アヤ ヤワ,lv11934,3,30600
アヤ ヤワ,qq11194,2,37000
アヤ ヤワ,vc12742,2,31600
タノテシ タワ,be11843,1,2301
タノテシ タワ,hd11379,2,11400
タノテシ タワ,hx10464,2,5600
ミヤサ ネヤワメ,mo12073,1,15400
ミヤサ ネヤワメ,xn10377,2,2894
ミヤサ ネヤワメ,xt12536,3,19200
ニソヨ オン,vb12826,1,7600
チツオ メネ,bw11483,2,4658
チツオ メネ,fb12673,3,54900
チツオ メネ,iq11128,1,21400
チツオ メネ,ld10495,2,28200
ニミノク エニメ,ip11750,1,1421
ニミノク エニメ,tu10952,3,4053
ヲセオタ イヌ,mf10795,2,20000
ヲセオタ イヌ,mn11006,1,6500
ヲセオタ イヌ,oy10926,1,12400
モユキ アハウア,bu10285,2,24600
モユキ アハウア,ww10537,1,20900
ンワヌノ サオ,dz10873,1,19400
ソツニテ テメセ,py10629,1,12200
ソツニテ テメセ,xs11445,3,3279
オスマ ンニワメ,av10887,3,29700
オスマ ンニワメ,ku12311,2,3000
オスマ ンニワメ,lf12687,1,26500
オスマ ンニワメ,mt11100,3,2529
オスマ ンニワメ,pp11283,3,89700
ンハムツ エム,id12597,2,17400
ンハムツ エム,sc10310,2,2600
ホササ サア,cx12771,2,11600
ホササ サア,qu12281,2,4220
ホササ サア,qw11522,1,3300
ウナマ ヒヨ,dm11330,2,35000
ウナマ ヒヨ,kc10121,3,2592
サテノテ スメセユ,re10278,2,59000
ユタキ ハカヒエ,jx12486,3,59100
ユタキ ハカヒエ,ua10507,2,14600
カフ ネメモ,bu10717,2,3248
カフ ネメモ,hk12847,1,10500
カフ ネメモ,kn12283,2,53400
カフ ネメモ,xt12862,2,48400
コフニ エサホ,rc11554,3,79800
コフニ エサホ,ts10358,1,24300
クツ ソワノセ,qi11121,2,53400
ウヤシン マワト,hn11203,1,9900
ウヤシン マワト,hz12869,2,54200
ウヤシン マワト,ix12915,1,13500
ウヤシン マワト,yp12357,1,13000
ンタソ シスセシ,pn12829,1,2076
ンタソ シスセシ,zt12273,1,7700
ヤソ フネチイ,bn10758,2,2860
ヤソ フネチイ,ey12296,1,960
ヤソ フネチイ,nn10546,3,33900
ヤソ フネチイ,sp12831,1,18800
ヤソ フネチイ,wz11625,2,51000
ツンケヨ セユニユ,oq11042,3,36600
ツンケヨ セユニユ,qt10762,3,22200
ツンケヨ セユニユ,ra11801,3,72000
ヒサノユ ツコスア,ao10422,1,12900
ヒサノユ ツコスア,gt10797,3,25800
ヒサノユ ツコスア,ox10119,3,5352
モホウ クノモテ,gp11431,3,88800
ネノユ アタカワ,au11573,2,27800
ネノユ アタカワ,bb11442,2,37800
ネノユ アタカワ,ck10480,3,42300
ネエキ メケ,bx10697,3,5832
ネエキ メケ,do12047,3,28500
ネエキ メケ,rw10339,2,3200
フンンハ テヘオ,be12802,3,84000
フンンハ テヘオ,ch12378,2,3956
フンンハ テヘオ,id10646,2,7600
フンンハ テヘオ,pz10010,2,40800
フンンハ テヘオ,re10023,3,62700
フンンハ テヘオ,xf11270,3,75600
キト シヌフ,df10447,3,47400
キト シヌフ,fd11926,2,27200
キト シヌフ,ol12978,2,43400
キト シヌフ,zv12625,2,42800
ヤオ スコ,ej12097,1,15500
ヤオ スコ,pq12193,1,12900
ヤオ スコ,tb10236,3,51600
ヲト キイキヤ,br11434,3,32700
ヲト キイキヤ,ex10519,1,4500
ヲト キイキヤ,jf11693,2,10800
ヲト キイキヤ,xh10157,2,27200
ネヲ ホソヒン,ew11436,2,2806
ネヲ ホソヒン,ha10893,3,37500
ネヲ ホソヒン,ok10865,1,25900
ネヲ ホソヒン,sy11748,3,35400
ネヲ ホソヒン,ue11937,1,4100
ミナテソ ネモシ,gl11134,3,86700
タト マシヘ,ay10607,3,2508
タト マシヘ,us12747,2,38800
ムマツ シフン,hf10867,2,50400
ムマツ シフン,kr12990,2,2630
ムマツ シフン,vz12353,1,7700
ムマツ シフン,zg12900,3,70200
イウ スウメヲ,ll11345,3,43200
イウ スウメヲ,sl11152,2,2732
オメミ ユイステ,nf11463,2,39000
オメミ ユイステ,wi12404,1,2153
サネヒユ クノソク,kh12936,3,60000
サネヒユ クノソク,rv10882,2,3918
ユソハネ スヲンハ,ei10770,2,57800
ユソハネ スヲンハ,qc12437,1,16700
ワツユニ モハシネ,my11692,3,59400
ヘヘメフ キメシツ,ga10048,2,3686
ヒクミ トメトキ,eu10263,2,36000
ヒクミ トメトキ,tm12571,3,21900
ヒクミ トメトキ,ud11140,1,23400
ヤツケ ソノネ,nf11463,3,58500
ンツイシ ソナツ,ff11619,3,1986
ンツイシ ソナツ,ii12170,1,5700
ンツイシ ソナツ,rk12186,2,21800
ソモシタ ヌイ,on11710,2,16400
ソモシタ ヌイ,vp10602,3,2808
キフヤヒ イニテナ,ec12838,1,18600
キフヤヒ イニテナ,ip11412,1,26100
キフヤヒ イニテナ,li12892,3,64200
キフヤヒ イニテナ,wa12744,1,9800
ウケミカ ヌナニイ,cl11725,3,59100
ウケミカ ヌナニイ,il11967,2,33000
キタメ フノ,ec12700,1,1533
キタメ フノ,fk11759,1,23000
キタメ フノ,is11887,3,8700
キタメ フノ,ob12972,3,18300
ユフヘミ サユ,dz12315,3,2112
ユフヘミ サユ,fp12881,1,2231
ユフヘミ サユ,iy11030,3,5184
ユフヘミ サユ,jl11475,3,31800
サソ ニヌツツ,am11375,2,49200
サソ ニヌツツ,et10679,2,34600
サソ ニヌツツ,ih10132,2,14200
ネソテ ハサハ,en10551,3,59400
ネソテ ハサハ,om11341,1,18900
ネソテ ハサハ,on10343,3,83700
オヒニヲ サヨチナ,cq12740,3,10200
オヒニヲ サヨチナ,gk11606,2,13000
オヒニヲ サヨチナ,lj10871,1,1900
オヒニヲ サヨチナ,pr12958,1,23200
